Date,Price
2023-05-20 00:00:00+00:00,223
2023-05-20 02:07:09+00:00,249
2023-05-20 04:14:18+00:00,206
2023-05-20 06:21:27+00:00,243
2023-05-20 08:28:36+00:00,252
2023-05-20 10:35:45+00:00,256
2023-05-20 12:42:54+00:00,228
2023-05-20 14:50:03+00:00,238
2023-05-20 16:57:12+00:00,246
2023-05-20 19:04:21+00:00,245
2023-05-20 21:11:30+00:00,239
2023-05-20 23:18:39+00:00,231
2023-05-21 01:25:48+00:00,250
2023-05-21 03:32:57+00:00,246
2023-05-21 05:40:06+00:00,244
2023-05-21 07:47:15+00:00,260
2023-05-21 09:54:24+00:00,229
2023-05-21 12:01:33+00:00,258
2023-05-21 14:08:42+00:00,244
2023-05-21 16:15:51+00:00,255
2023-05-21 18:23:00+00:00,254
2023-05-21 20:30:09+00:00,263
2023-05-21 22:37:18+00:00,232
2023-05-22 00:44:27+00:00,232
2023-05-22 02:51:36+00:00,229
2023-05-22 04:58:45+00:00,242
2023-05-22 07:05:54+00:00,283
2023-05-22 09:13:03+00:00,250
2023-05-22 11:20:12+00:00,240
2023-05-22 13:27:21+00:00,264
2023-05-22 15:34:30+00:00,237
2023-05-22 17:41:39+00:00,247
2023-05-22 19:48:48+00:00,244
2023-05-22 21:55:57+00:00,254
2023-05-23 00:03:06+00:00,237
2023-05-23 02:10:15+00:00,220
2023-05-23 04:17:24+00:00,239
2023-05-23 06:24:33+00:00,216
2023-05-23 08:31:42+00:00,250
2023-05-23 10:38:51+00:00,220
2023-05-23 12:46:00+00:00,220
2023-05-23 14:53:09+00:00,239
2023-05-23 17:00:18+00:00,266
2023-05-23 19:07:27+00:00,241
2023-05-23 21:14:36+00:00,251
2023-05-23 23:21:45+00:00,264
2023-05-24 01:28:54+00:00,218
2023-05-24 03:36:03+00:00,218
2023-05-24 05:43:12+00:00,280
2023-05-24 07:50:21+00:00,280
2023-05-24 09:57:30+00:00,280
2023-05-24 12:04:39+00:00,276
2023-05-24 14:11:48+00:00,276
2023-05-24 16:18:57+00:00,276
2023-05-24 18:26:06+00:00,265
2023-05-24 20:33:15+00:00,215
2023-05-24 22:40:24+00:00,231
2023-05-25 00:47:33+00:00,217
2023-05-25 02:54:42+00:00,272
2023-05-25 05:01:51+00:00,232
2023-05-25 07:09:00+00:00,217
2023-05-25 09:16:09+00:00,215
2023-05-25 11:23:18+00:00,244
2023-05-25 13:30:27+00:00,230
2023-05-25 15:37:36+00:00,225
2023-05-25 17:44:45+00:00,210
2023-05-25 19:51:54+00:00,195
2023-05-25 21:59:03+00:00,211
2023-05-26 00:06:12+00:00,231
2023-05-26 02:13:21+00:00,224
2023-05-26 04:20:30+00:00,239
2023-05-26 06:27:39+00:00,248
2023-05-26 08:34:48+00:00,220
2023-05-26 10:41:57+00:00,225
2023-05-26 12:49:06+00:00,233
2023-05-26 14:56:15+00:00,229
2023-05-26 17:03:24+00:00,235
2023-05-26 19:10:33+00:00,251
2023-05-26 21:17:42+00:00,251
2023-05-26 23:24:51+00:00,211
2023-05-27 01:32:00+00:00,270
2023-05-27 03:39:09+00:00,241
2023-05-27 05:46:18+00:00,211
2023-05-27 07:53:27+00:00,211
2023-05-27 10:00:36+00:00,269
2023-05-27 12:07:45+00:00,270
2023-05-27 14:14:54+00:00,270
2023-05-27 16:22:03+00:00,211
2023-05-27 18:29:12+00:00,246
2023-05-27 20:36:21+00:00,211
2023-05-27 22:43:30+00:00,211
2023-05-28 00:50:39+00:00,211
2023-05-28 02:57:48+00:00,269
2023-05-28 05:04:57+00:00,238
2023-05-28 07:12:06+00:00,209
2023-05-28 09:19:15+00:00,208
2023-05-28 11:26:24+00:00,208
2023-05-28 13:33:33+00:00,229
2023-05-28 15:40:42+00:00,229
2023-05-28 17:47:51+00:00,227
2023-05-28 19:55:00+00:00,263
2023-05-28 22:02:09+00:00,221
2023-05-29 00:09:18+00:00,268
2023-05-29 02:16:27+00:00,239
2023-05-29 04:23:36+00:00,239
2023-05-29 06:30:45+00:00,239
2023-05-29 08:37:54+00:00,239
2023-05-29 10:45:03+00:00,252
2023-05-29 12:52:12+00:00,237
2023-05-29 14:59:21+00:00,237
2023-05-29 17:06:30+00:00,237
2023-05-29 19:13:39+00:00,266
2023-05-29 21:20:48+00:00,209
2023-05-29 23:27:57+00:00,272
2023-05-30 01:35:06+00:00,272
2023-05-30 03:42:15+00:00,211
2023-05-30 05:49:24+00:00,262
2023-05-30 07:56:33+00:00,262
2023-05-30 10:03:42+00:00,210
2023-05-30 12:10:51+00:00,211
2023-05-30 14:18:00+00:00,230
2023-05-30 16:25:09+00:00,211
2023-05-30 18:32:18+00:00,223
2023-05-30 20:39:27+00:00,211
2023-05-30 22:46:36+00:00,201
2023-05-31 00:53:45+00:00,240
2023-05-31 03:00:54+00:00,238
2023-05-31 05:08:03+00:00,247
2023-05-31 07:15:12+00:00,266
2023-05-31 09:22:21+00:00,227
2023-05-31 11:29:30+00:00,231
2023-05-31 13:36:39+00:00,246
2023-05-31 15:43:48+00:00,229
2023-05-31 17:50:57+00:00,229
2023-05-31 19:58:06+00:00,252
2023-05-31 22:05:15+00:00,208
2023-06-01 00:12:24+00:00,208
2023-06-01 02:19:33+00:00,208
2023-06-01 04:26:42+00:00,237
2023-06-01 06:33:51+00:00,210
2023-06-01 08:41:00+00:00,210
2023-06-01 10:48:09+00:00,201
2023-06-01 12:55:18+00:00,240
2023-06-01 15:02:27+00:00,258
2023-06-01 17:09:36+00:00,232
2023-06-01 19:16:45+00:00,226
2023-06-01 21:23:54+00:00,257
2023-06-01 23:31:03+00:00,204
2023-06-02 01:38:12+00:00,242
2023-06-02 03:45:21+00:00,255
2023-06-02 05:52:30+00:00,234
2023-06-02 07:59:39+00:00,234
2023-06-02 10:06:48+00:00,192
2023-06-02 12:13:57+00:00,233
2023-06-02 14:21:06+00:00,225
2023-06-02 16:28:15+00:00,229
2023-06-02 18:35:24+00:00,228
2023-06-02 20:42:33+00:00,224
2023-06-02 22:49:42+00:00,214
2023-06-03 00:56:51+00:00,235
2023-06-03 03:04:00+00:00,225
2023-06-03 05:11:09+00:00,240
