Date,Price
2023-02-28 00:00:00+00:00,228
2023-02-28 08:21:08+00:00,195
2023-02-28 16:42:16+00:00,201
2023-03-01 01:03:24+00:00,206
2023-03-01 09:24:32+00:00,220
2023-03-01 17:45:40+00:00,187
2023-03-02 02:06:48+00:00,257
2023-03-02 10:27:56+00:00,219
2023-03-02 18:49:04+00:00,174
2023-03-03 03:10:12+00:00,205
2023-03-03 11:31:20+00:00,220
2023-03-03 19:52:28+00:00,220
2023-03-04 04:13:36+00:00,220
2023-03-04 12:34:44+00:00,207
2023-03-04 20:55:52+00:00,207
2023-03-05 05:17:00+00:00,201
2023-03-05 13:38:08+00:00,201
2023-03-05 21:59:16+00:00,201
2023-03-06 06:20:24+00:00,201
2023-03-06 14:41:32+00:00,201
2023-03-06 23:02:40+00:00,197
2023-03-07 07:23:48+00:00,201
2023-03-07 15:44:56+00:00,200
2023-03-08 00:06:04+00:00,200
2023-03-08 08:27:12+00:00,200
2023-03-08 16:48:20+00:00,200
2023-03-09 01:09:28+00:00,189
2023-03-09 09:30:36+00:00,189
2023-03-09 17:51:44+00:00,195
2023-03-10 02:12:52+00:00,179
2023-03-10 10:34:00+00:00,170
2023-03-10 18:55:08+00:00,170
2023-03-11 03:16:16+00:00,180
2023-03-11 11:37:24+00:00,164
2023-03-11 19:58:32+00:00,164
2023-03-12 04:19:40+00:00,164
2023-03-12 12:40:48+00:00,177
2023-03-12 21:01:56+00:00,169
2023-03-13 05:23:04+00:00,165
2023-03-13 13:44:12+00:00,210
2023-03-13 22:05:20+00:00,210
2023-03-14 06:26:28+00:00,175
2023-03-14 14:47:36+00:00,185
2023-03-14 23:08:44+00:00,185
2023-03-15 07:29:52+00:00,169
2023-03-15 15:51:00+00:00,177
2023-03-16 00:12:08+00:00,174
2023-03-16 08:33:16+00:00,174
2023-03-16 16:54:24+00:00,183
2023-03-17 01:15:32+00:00,180
2023-03-17 09:36:40+00:00,188
2023-03-17 17:57:48+00:00,191
2023-03-18 02:18:56+00:00,194
2023-03-18 10:40:04+00:00,197
2023-03-18 19:01:12+00:00,204
2023-03-19 03:22:20+00:00,227
2023-03-19 11:43:28+00:00,196
2023-03-19 20:04:36+00:00,199
2023-03-20 04:25:44+00:00,178
2023-03-20 12:46:52+00:00,183
2023-03-20 21:08:00+00:00,200
2023-03-21 05:29:08+00:00,200
2023-03-21 13:50:16+00:00,198
2023-03-21 22:11:24+00:00,209
2023-03-22 06:32:32+00:00,209
2023-03-22 14:53:40+00:00,179
2023-03-22 23:14:48+00:00,166
2023-03-23 07:35:56+00:00,189
2023-03-23 15:57:04+00:00,190
2023-03-24 00:18:12+00:00,197
2023-03-24 08:39:20+00:00,197
2023-03-24 17:00:28+00:00,198
2023-03-25 01:21:36+00:00,194
2023-03-25 09:42:44+00:00,189
2023-03-25 18:03:52+00:00,195
2023-03-26 02:25:00+00:00,195
2023-03-26 10:46:08+00:00,183
2023-03-26 19:07:16+00:00,185
2023-03-27 03:28:24+00:00,191
2023-03-27 11:49:32+00:00,172
2023-03-27 20:10:40+00:00,172
2023-03-28 04:31:48+00:00,187
2023-03-28 12:52:56+00:00,187
2023-03-28 21:14:04+00:00,191
2023-03-29 05:35:12+00:00,189
2023-03-29 13:56:20+00:00,189
2023-03-29 22:17:28+00:00,190
2023-03-30 06:38:36+00:00,202
2023-03-30 14:59:44+00:00,199
2023-03-30 23:20:52+00:00,207
2023-03-31 07:42:00+00:00,203
2023-03-31 16:03:08+00:00,210
2023-04-01 00:24:16+00:00,207
2023-04-01 08:45:24+00:00,207
2023-04-01 17:06:32+00:00,216
2023-04-02 01:27:40+00:00,216
2023-04-02 09:48:48+00:00,216
2023-04-02 18:09:56+00:00,216
2023-04-03 02:31:04+00:00,217
2023-04-03 10:52:12+00:00,215
2023-04-03 19:13:20+00:00,212
2023-04-04 03:34:28+00:00,212
2023-04-04 11:55:36+00:00,207
2023-04-04 20:16:44+00:00,201
2023-04-05 04:37:52+00:00,201
2023-04-05 12:59:00+00:00,209
2023-04-05 21:20:08+00:00,205
2023-04-06 05:41:16+00:00,209
2023-04-06 14:02:24+00:00,209
2023-04-06 22:23:32+00:00,209
2023-04-07 06:44:40+00:00,209
2023-04-07 15:05:48+00:00,209
2023-04-07 23:26:56+00:00,208
2023-04-08 07:48:04+00:00,212
2023-04-08 16:09:12+00:00,185
2023-04-09 00:30:20+00:00,199
2023-04-09 08:51:28+00:00,216
2023-04-09 17:12:36+00:00,209
2023-04-10 01:33:44+00:00,201
2023-04-10 09:54:52+00:00,196
2023-04-10 18:16:00+00:00,200
2023-04-11 02:37:08+00:00,200
