Date,Price
2022-11-27 10:28:12+00:00,1538
2022-12-06 15:08:24+00:00,1325
2022-12-15 19:48:36+00:00,1495
2022-12-25 00:28:48+00:00,1489
2023-01-03 05:09:00+00:00,1602
2023-01-12 09:49:12+00:00,1582
2023-01-21 14:29:24+00:00,1421
2023-01-30 19:09:36+00:00,1457
2023-02-08 23:49:48+00:00,1394
2023-02-18 04:30:00+00:00,1261
2023-02-27 09:10:12+00:00,1545
2023-03-08 13:50:24+00:00,1431
2023-03-17 18:30:36+00:00,1477
2023-03-26 23:10:48+00:00,1419
2023-04-05 03:51:00+00:00,1407
2023-04-14 08:31:12+00:00,1320
2023-04-23 13:11:24+00:00,1443
2023-05-02 17:51:36+00:00,1445
2023-05-11 22:31:48+00:00,1589
2023-05-21 03:12:00+00:00,1471
2023-05-30 07:52:12+00:00,1446
2023-06-08 12:32:24+00:00,1583
2023-06-17 17:12:36+00:00,1256
2023-06-26 21:52:48+00:00,1422
2023-07-06 02:33:00+00:00,1290
2023-07-15 07:13:12+00:00,1310
2023-07-24 11:53:24+00:00,1292
2023-08-02 16:33:36+00:00,1323
2023-08-11 21:13:48+00:00,1313
2023-08-21 01:54:00+00:00,1372
2023-08-30 06:34:12+00:00,1265
2023-09-08 11:14:24+00:00,1264
2023-09-17 15:54:36+00:00,1293
2023-09-26 20:34:48+00:00,1208
2023-10-06 01:15:00+00:00,1337
2023-10-15 05:55:12+00:00,1260
2023-10-24 10:35:24+00:00,1211
2023-11-02 15:15:36+00:00,1313
2023-11-11 19:55:48+00:00,1289
2023-11-21 00:36:00+00:00,1290
2023-11-30 05:16:12+00:00,1312
2023-12-09 09:56:24+00:00,1334
2023-12-18 14:36:36+00:00,1324
2023-12-27 19:16:48+00:00,1332
