Date,Price
2023-08-04 00:00:00+00:00,151
2023-08-04 03:03:01+00:00,153
2023-08-04 06:06:02+00:00,183
2023-08-04 09:09:03+00:00,176
2023-08-04 12:12:04+00:00,157
2023-08-04 15:15:05+00:00,154
2023-08-04 18:18:06+00:00,159
2023-08-04 21:21:07+00:00,155
2023-08-05 00:24:08+00:00,162
2023-08-05 03:27:09+00:00,156
2023-08-05 06:30:10+00:00,148
2023-08-05 09:33:11+00:00,162
2023-08-05 12:36:12+00:00,173
2023-08-05 15:39:13+00:00,162
2023-08-05 18:42:14+00:00,150
2023-08-05 21:45:15+00:00,160
2023-08-06 00:48:16+00:00,150
2023-08-06 03:51:17+00:00,179
2023-08-06 06:54:18+00:00,179
2023-08-06 09:57:19+00:00,173
2023-08-06 13:00:20+00:00,166
2023-08-06 16:03:21+00:00,150
2023-08-06 19:06:22+00:00,161
2023-08-06 22:09:23+00:00,161
2023-08-07 01:12:24+00:00,151
2023-08-07 04:15:25+00:00,150
2023-08-07 07:18:26+00:00,170
2023-08-07 10:21:27+00:00,175
2023-08-07 13:24:28+00:00,175
2023-08-07 16:27:29+00:00,161
2023-08-07 19:30:30+00:00,149
2023-08-07 22:33:31+00:00,147
2023-08-08 01:36:32+00:00,147
2023-08-08 04:39:33+00:00,152
2023-08-08 07:42:34+00:00,152
2023-08-08 10:45:35+00:00,147
2023-08-08 13:48:36+00:00,142
2023-08-08 16:51:37+00:00,145
2023-08-08 19:54:38+00:00,142
2023-08-08 22:57:39+00:00,145
2023-08-09 02:00:40+00:00,146
2023-08-09 05:03:41+00:00,146
2023-08-09 08:06:42+00:00,175
2023-08-09 11:09:43+00:00,144
2023-08-09 14:12:44+00:00,144
2023-08-09 17:15:45+00:00,157
2023-08-09 20:18:46+00:00,154
2023-08-09 23:21:47+00:00,154
2023-08-10 02:24:48+00:00,146
2023-08-10 05:27:49+00:00,141
2023-08-10 08:30:50+00:00,159
2023-08-10 11:33:51+00:00,144
2023-08-10 14:36:52+00:00,155
2023-08-10 17:39:53+00:00,143
2023-08-10 20:42:54+00:00,138
2023-08-10 23:45:55+00:00,143
2023-08-11 02:48:56+00:00,144
2023-08-11 05:51:57+00:00,141
2023-08-11 08:54:58+00:00,154
2023-08-11 11:57:59+00:00,148
2023-08-11 15:01:00+00:00,145
2023-08-11 18:04:01+00:00,148
2023-08-11 21:07:02+00:00,147
2023-08-12 00:10:03+00:00,146
2023-08-12 03:13:04+00:00,147
2023-08-12 06:16:05+00:00,146
2023-08-12 09:19:06+00:00,173
2023-08-12 12:22:07+00:00,147
2023-08-12 15:25:08+00:00,136
2023-08-12 18:28:09+00:00,146
2023-08-12 21:31:10+00:00,155
2023-08-13 00:34:11+00:00,145
2023-08-13 03:37:12+00:00,145
2023-08-13 06:40:13+00:00,146
2023-08-13 09:43:14+00:00,146
2023-08-13 12:46:15+00:00,137
2023-08-13 15:49:16+00:00,145
2023-08-13 18:52:17+00:00,145
2023-08-13 21:55:18+00:00,146
2023-08-14 00:58:19+00:00,143
2023-08-14 04:01:20+00:00,143
2023-08-14 07:04:21+00:00,143
2023-08-14 10:07:22+00:00,142
2023-08-14 13:10:23+00:00,147
2023-08-14 16:13:24+00:00,137
2023-08-14 19:16:25+00:00,135
2023-08-14 22:19:26+00:00,142
2023-08-15 01:22:27+00:00,142
2023-08-15 04:25:28+00:00,142
2023-08-15 07:28:29+00:00,144
2023-08-15 10:31:30+00:00,146
2023-08-15 13:34:31+00:00,146
2023-08-15 16:37:32+00:00,148
2023-08-15 19:40:33+00:00,153
2023-08-15 22:43:34+00:00,127
2023-08-16 01:46:35+00:00,127
2023-08-16 04:49:36+00:00,138
2023-08-16 07:52:37+00:00,162
2023-08-16 10:55:38+00:00,162
2023-08-16 13:58:39+00:00,133
2023-08-16 17:01:40+00:00,140
2023-08-16 20:04:41+00:00,146
2023-08-16 23:07:42+00:00,143
2023-08-17 02:10:43+00:00,143
2023-08-17 05:13:44+00:00,143
2023-08-17 08:16:45+00:00,143
2023-08-17 11:19:46+00:00,155
2023-08-17 14:22:47+00:00,138
2023-08-17 17:25:48+00:00,141
2023-08-17 20:28:49+00:00,136
2023-08-17 23:31:50+00:00,136
2023-08-18 02:34:51+00:00,141
2023-08-18 05:37:52+00:00,141
2023-08-18 08:40:53+00:00,141
2023-08-18 11:43:54+00:00,144
2023-08-18 14:46:55+00:00,141
2023-08-18 17:49:56+00:00,155
2023-08-18 20:52:57+00:00,130
2023-08-18 23:55:58+00:00,146
2023-08-19 02:58:59+00:00,146
2023-08-19 06:02:00+00:00,146
2023-08-19 09:05:01+00:00,146
2023-08-19 12:08:02+00:00,155
2023-08-19 15:11:03+00:00,144
2023-08-19 18:14:04+00:00,144
2023-08-19 21:17:05+00:00,141
2023-08-20 00:20:06+00:00,142
2023-08-20 03:23:07+00:00,142
2023-08-20 06:26:08+00:00,144
2023-08-20 09:29:09+00:00,144
2023-08-20 12:32:10+00:00,144
2023-08-20 15:35:11+00:00,145
2023-08-20 18:38:12+00:00,145
2023-08-20 21:41:13+00:00,144
2023-08-21 00:44:14+00:00,144
2023-08-21 03:47:15+00:00,144
2023-08-21 06:50:16+00:00,145
2023-08-21 09:53:17+00:00,145
2023-08-21 12:56:18+00:00,145
2023-08-21 15:59:19+00:00,135
2023-08-21 19:02:20+00:00,138
2023-08-21 22:05:21+00:00,138
2023-08-22 01:08:22+00:00,141
2023-08-22 04:11:23+00:00,146
2023-08-22 07:14:24+00:00,146
2023-08-22 10:17:25+00:00,146
2023-08-22 13:20:26+00:00,146
2023-08-22 16:23:27+00:00,173
2023-08-22 19:26:28+00:00,146
2023-08-22 22:29:29+00:00,153
2023-08-23 01:32:30+00:00,153
2023-08-23 04:35:31+00:00,154
2023-08-23 07:38:32+00:00,154
